user_name,age_range,review,review_star,list_of_recommends
shilard,18 and Under,"ini sun screen pertama yang aku coba , tapi dikulit aku malah muncul jerawat sama bruntusan di daerah dahi dan sekitar pipi , trus juga gabisa kontrol minyak jadi pas disekolah muka aku keliatan berminyak banget dan kusam , pengen coba sun screen yang lainn",3,Null
zhaedrousss,30 - 34,Gue selalu tergoda sama produk2 baru apalgi yg lokal dan bangga gt pengen tau ih apa sih perubahannya yg dikasih.. pas gue beli seneng .. beli baru coba buka bungkusnya msh wangi baru ehhh pas di applyy wkwkwk ga secocok itu setelah gue pake semingguan muka gue jd kusem cyiiiinnn .. burem ayy tp kilat berminyak ga cpt kering .. 🤣,3,Null
eldatalida,19 - 24,"aku gatau kenapa. pake ini malah bo gitu. awalnya masih masih mikir karna produk yg lain. karna pas itu nyoba 3 produk sekaligus. sooo, aku stop yg lain ttp pake ini. eh malah jerawatnya makin makin😩😭 ",3,Null
Ekaa03_,19 - 24,"ini sunscreen pertamaku waktu sma wkwk, awalnya nyaman aja dipakainya dan wanginya ga aneh-aneh. 
tapi lama kelamaan sunscreen ini malah lengket dan wajahku jd super oily +kusem jadinya:(
akhirnya kupakai ditangan ajaa😥
",3,Null
Putriatrl,19 - 24,"sunscreen dengan harga terjangkauuu, tp sayangnya kalo dipake bikin muka banjirrr bangettt huhuu, enggak terlalu bikin whitecast sih harus agak lama aja ngeblendnya, overall utk harga segitu lumayan worth the price, utk repurchase kayaknya no deh:( mau coba sunscreen yg lain:( sorry wardah",3,Null
ilma_yunita,19 - 24,"mbak wardah emang murmer sih, kadang aku buat jadi pelembab juga.
produk ini juga bikin wajah aku lebih cerah walaupun sesaat tapi its oke. gatau udah beli yg ke berapa saking seringnya. sampe sekarang alhamdulillah masih cocok aja sih..",3,Null
alvina1280,19 - 24,"agak lama nyerap, bikin white cast, agak bikin kulit jadi keliatan lebih kusam, dan yang paling parah nambah minyak juga di kulit jadi bikin ga nyaman banget. biasanya minyak di tzone ku ga begitu banyak pas pake sunscreen ini jadi banyak banget😥",3,No
gheaazhr,19 - 24,"suka karena produk lokal, murah daan packaging nya kecil, jadi gampang dibawa kemana2, ga bikin jerawatan atau beruntusan, gampang di blend nya juga, sukaaa. repurchase? maybe karena mau coba produk lain",3,Null
sintad,25 - 29,"teksturnya kaya lotion, kalo dipake agak banyak jadi lengket dan lama ngeresapnya, kalo udh siang hari malah jadi bikin muka berminyak hinyai (?) gaenak banget rasanya. akhirnya daripada sayang aku jadiin sunscreen tangan dan kaki",3,No
christinaadr,19 - 24,"Sunscreen pertama aku dari jaman sma. First impressions saat nyobain tu agak lengket dan menyerapnya agak lama. Sayang banget, produk ini kadang bikin kulitku agak berminyak. Tapi untuk harga sangat affordable banget & produk ini gampang banget ditemuin dimana aja. Untuk sementara ini masih repurchase karna harganya yg terjangkau, mungkin next time bisa cari ss yg lebih baik dari ini.",3,Null
adelliatripuspita,19 - 24,"Gak ngaruh apa apa sih pake ini. dan nyerapnya lama banget di muka. lengket banget teksturnya. overall packingnya bagus, harganya juga harga pelajar. bisa di temuin di mana mana. tapi ga cocok di aku.",3,Null
aistary,19 - 24,"Ga begitu suka sama ss ini. Teksturnya kayak lotion(?), kalo pake nya kebanyakan jadi lengket gitu, dan agak lama meresapnya. Terus ss ini bikin oily bgt padahal kulitku dominasi kering dan agak kerasa berat di muka, jadi kurang nyaman aja.",3,Null
nurmayunita1,35 - 39,"suka sm teksturnya yg kaya gel gitu sebenaanya, cuma dipake kulit jadi berminyak kesanya jadi kusam, klo kebanyakan lengket lengkat ga enak gitu, jadi pakenya mesti sedikit aja, dipake pas kulit terasa kering lebih bagus krna ini melembabkan juga.",3,Null
paulinasinta_,19 - 24,"beli sunscreen ini karena cari sunscreen yang biasanya aku pake agak susah dibeli offline. teksturnya lengket, bikin mukaku tambah berminyak. bikin aku jerawatan juga. tapi dipake mamaku bagus2 aja mungkin kulitku aja yg sensitif yaa",3,Null
shinta_feb,19 - 24,"ss pertama yg aku coba dan tanpa liat review.. kirain beneran gel ternyata lebih kayak lotion gitu. packagingnya imut sih, travel friendly.
tapi meresapnya agak lama dan makin berminyak parah wajahku (yg emang oily), so kalo mau pergi ditap² dikit pake bedak tabur biar mendingan. 
mungkin kurang cocok di aku jadi mau coba yg lain.",3,Null
anisay,19 - 24,Ini sun screen pertama aku. Nyoba karena disuruh mamah dan diapun pake ini. Pas dipake rada lengket dan ngerasa malah bikin muka kusem. Terus lama ngerrsep dan rada susah di ratain. Akhirnya nyari produk sun screen yang lain.,3,Null
gracielafebby,18 and Under,"ga begitu suka sih sama sun screen ini): soalnya agak berat gitu, terus kesannya berminyak bgt mukanya): kalo aku habis make tu mukanya kayak berminyak padahal engga jadinyaa ya agak males gitu makenyaa):",3,Null
Ddindachristy,19 - 24,Sun screen pertama yang aku punyaaa. Harganya bisa di bilang ga terlalu mahal untuk kantong mahasiswa. Tapi sayang ada whitecast nya gitu :( ngga tau ya pengaruh langsung ngelindungin muka dari sinar uv karena biasa aja gitu rasanya.,3,Null
ihsaniarina,25 - 29,"sunscreen pertama yang aku cobain udh lama banget, enak nggak lengket, gampang ngeresep di kulit muka aku, tapi kalo dipake bareng foundie atau bare face doang lama2 bikin wajah jadi kusam. Gatau apa ini efek kulit aku berminyak atau emang gitu pas udah lama dipakai, tapi yang jelas aku ga repurchase sih karena udah nemu merk lain yang cocok.",3,Null
suciardha,25 - 29,"Nyoba ini karna waktu itu lupa bawa sunscreen sendiri. akhirnya minta sodara dan dia punyanya wardah ini. Diaku kurang suka karna teksturenya lumer(susah jelasinnya) gitu. trus baru pake dimuka berasa panas perih. otomatis langsung cuci muka, dan alhasil malamnya langsung bo. entah kenapa nih muka jarang cocok sama wardah. ",3,Null
zenaeee,19 - 24,"Kalo di kulit kering ini cocok sih karena mama aku biasa pake dan hasilnya memang bagus, tapi kalo di kulit kombinasi yang cenderung berminyak dan gampang jerawatan kaya aku gini kurang cocok sepertinya, malah jadi berminyak.",3,Null
mutiarasputri,30 - 34,"ini sunscreen pertamaku,setelah baca2 para celebgram itu dan baru tau sunscreen itu penting banget,akhirnya nyobain sunscreen yang baik sm kantongku,tp sayang deh,pas dipake emang oily yah sama white castnya di awal lumayan keliatan.tp dengan harga segitu dan spf 30 yaaa sesuai lah ya",3,Null
Endahsyafrinah,19 - 24,Sebenernya pake ini karena gak sengaja soalnya sunscreen aku yg erha habis. Jadi aku beli ini. Menurut aku biasa banget yaah malah ini bikin muka kita oxsedaisshh bangett:( jadi muka ku kalo gapake compact powder keliatan banget kusam.. huhu sorry wardah aku gak jatuhcinta sama ini:(,3,Null
Lora_Patricia21,19 - 24,"Sunscreen pertama aku pas jamannya mulai mbangun skincare pelan2. Awalnya berharap finishnya ga oily krn namanya gel, tp ternyata isinya wrn putih dan malah oily bgt :(  Untungnya bisa diakal dgn tumpukin sm loose powder. Sempat jd sunscreen andalan krn ga bikin bo dan affordable, sih, tp kini udah beralih ke produk lain yg finishnya ga seoily wardah dgn harga ga jauh beda+isi lebih byk",3,Null
desdrd,19 - 24,"Ss ini teksturnya cream gitu, kalo pakenya kebanyakan, muka jdi putih"" gitu dan kering nya agak lama jadi gabisa langsung pake bb cream, krna harus nunggu si ss ini kering dulu, rada lengket dan untuk kulit berminyak parah kurang cocok. repurchase? no",3,Null
namirhaintan,18 and Under,Kurang suka sama sunscreen yg ini krn lama kelamaan muka aku jadi kucel gtu dan berminyak bangettt trus bikin gerah banget jugaa. Trus klo sering dipake hikin komedoan gtuu. Repurchase? Tidaak krn masih ada yg lebih bagus lagi.,3,Null
SarahAlmira,25 - 29,"kurang suka sama sunscreennya karena untuk kulit oily dia malah nambah kelihatan berminyak dan agak ngerasa berat di wajah. wanginya kurang suka, ada whitecast lama hilangnya, harus diset pakai bedak.",3,Null
sterry,25 - 29,"Sorry to say, mungkin aku ga cocok sm ingredientsnya apa gimana, seminggu rajin pake ini mukaku yg ada tambah keliatan kusam, yg niat nya mau beli sun protection biar ga kusam2 amat krn kerjaan diluar ruangan malah jadinya kyk ga ngerawat diri 😭",3,Null
jhiahauliyah24,18 and Under,"sun screen yang pertama kali aku coba,teksturnya gel agak lama nyerep diwajah kalau buru buru mending skip aja deh sun screen nya makan waktu banget. Dia ada white cast nya (efek putih setelah pemakaian) menurut aku itu ganggu bgt karna jadi aneh kan kalo tbtb jadi putih gitu,tapi akan ngikutin warna asli wajah setelah bbrp menit.repurchase?maybe kalo lagi kepepet dan sunscreen skin aqua aku lagi abis wkwk",3,Null
indomy,19 - 24,"So so lah, lebih suka punya adeknya :V Tapi lumayan sih. Sunscreen pertama kali ini. Kalau di kulit wajah w ada white casnya :< Cepet luntus juga, karena w latihan super panas2an di lapangan jadi nggak suka gitu. ",3,Null
chintyaferisa,19 - 24,"aku pernah pakai ini cuma satu botol aja sih, menurut aku ini ga ada efek mencerahkan, ga terlalu melindungi kulit dari sinar matahari, ga enak dikulit aku kaya jadi agak minyakan. kalo wangi nya oke aja ga menyengat. ",3,Null
meliasap,19 - 24,"aku gabegitu suka sih sama sunscreennya wardah yang ini, soalnya kayak gak ngefek gitu dikulit aku masih aja gosong muka aku kalo buat kegiatan outdoor,teksturnya juga agak lengket gitu dikulit jadi berminyak kulit aku, repurchase?  no",3,Null
widyahnfh,18 and Under,"Ini sunscreen pertama kuu. Awalnya beli karna mau coba2 pake sunscreen trs juga harganya murah. Tapi sayangnya dia bikin muka ku berminyak dan bikin kusam gitu, suncreen ini juga lengket dan lumayan lama meresap ke kulit. ",3,Null
risak,18 and Under,"sunscreen pertama aku
bagus awalnya cuma lama2 mulai kurang cocok karena tekstur wardah ini agak berat buat kulitku yang berminyak, jadi sekarang uda ga pake lagi
jd buat kalian yang punya kulit berminyak ini kurang rekomen^^",3,Null
Trimiy,25 - 29,"Ini sunscreen pertamaku. Dan ternyata setelah tau kualitas sunscreen lain yang udah pernah aku coba setelahnya, jadi ga beli lagi sunscreen dari Wardah. Kenapa? Karena selain aromanya yang aku ga suka, dia lengket dan bikin muka gerah. Plus waktu aku pake ke pantai, kulit mukaku tetep gosong. Dia emang ga waterproof sih, terus spf nya juga ga tinggi",3,Null
fydiania,19 - 24,"Maaf banget aku pakai sunscreen wardah ini di muka jadi oily bangettt :( padahal aku pakai ga banyak tapi hasilnya berminyak banget, maaf banget wardah sunscreen aku gasuka kamu kalau saran boleh dong keluarin yang gak bikin berminyak",3,Null
prislta_23,19 - 24,"aku gatau efek sunscreen ini kerja apa gak. yg pasti tiap pake ini muka ku berminyak parah hmmm, tp suka baunya sih enak banget. dan warnanya yg putih kukira bakal kasih efek apa gtu kan eh ternyata nggak. dia ga ngaruh apa2 warnanya",3,Null
raishahumaira,18 and Under,huhu sorry wardah :( suncreen ini di aku dia bikin kulitku berminyak sihh :( jadi aku genti dehhh :( padahal dia ada di mana manaa mudah di cariinya tapi aku tdk cocokk :( eummmm pdhl produk wardah yg lain d aku baguss loh cocok cmn ini aja ,3,Null
oktidianasari,19 - 24,"bagus sihh gak bikin beruntusan kyk aku pake emina, cuma dia bikin muka ku yang super berminyak ini makin tambah berminyak makin kucel , jadinya harua cepet cepet pake blotting paper kaloo gakk yahhh wasalamm whehehee , repurchase? maybe lahhh",3,Null
asmitawidii,19 - 24,"Pernah pake ini waktu masih kuliah,bgus2 ajasii tapi ada whitecastnya sedikit?? Dan bikin mukaku glowing lebay alias berminyakk,jdnya berpaling kelain hati hehehe tp kayaknya bakalan bagus dikulit orang yg cenderung kering? Repuchase?NO",3,Null
Putrialyam,19 - 24,"Aku suka tekstur sunscreen wardah ini, dia cream kyk gel tp mudah di blend. Cmn yg ga aku suka itu dia ada white cast nya dan sedikit greasy di aku :( untungnya pas pake sunscreen ini ga nimbulin jerawat/beruntusan di muka aku. Tp lama2 keliatan berminyak klo dipake😂 No Repurchase sorry",3,Null
farahqotrunnada,19 - 24,"Kurang suka sama teskturnya jadi lengket dan sedikit panas dimika, karna warnaya putih cream gitu jadi bikin abu dimuka aku :(( kalo wardah ganti formulanya mungkinbakal nyobain lagi, harganya termasuk lumayan sih dibanding adeknya untuk ukuran segitu",3,Null
helvyradhina,19 - 24,"gatau kenapa rasanya aneh gitu pake sunscreen ini :( type muka udah berminyak ditambah dia jd makin kerasa berminyak, ada white cast dan agak susah ngresap dikulit jd akhirnya kuhibahkan buat sodara hehe",3,Null
iinaulia,19 - 24,"Awal pakai sih notice white castnya yg agak lama ilangnya but it's ok for me dan yang aku ga suka finishnya tuh berminyaaakkk bgt sumpah di mukaku bikin ga nyaman apalagi aku ngga suka pakai bedak lg setelahnya. Pemakaian kedua gatau knp pas pakai sunscreen ini mukaku rasanya panas kebakar walaupun aku pakainya di depan kipas angin. Awalnya positive thinking siapa tau produknya lg menyerap gt kan apalagi aku waktu itu pakainya lgsg seukuran 2 jari jd banyak gt, tapi makin lama makin ga nyaman karena panas, white castnya lama ilang, dan berminyak bgt bgt akhirnya aku cuci muka. And finally aku jd takut pakai lagi, bye bye.",3,Null
pirabasae,19 - 24,"sebenernya cocok cocok aja makek ini, tapi, kemindset mungkin kalo pakek rangkaian wardah tuh yang bikin aku break out. jadinya kalo pakek ini panas dimuka ku yang super sensitive ini. padahal dulu 3bulan makek ini aman aman aja. ",3,Null
annaandany,25 - 29,"Aneh aja ya tulisannya jel tapi bentuknya kaya cream menurut aku hehe aku beli produk ini karena udah kehabisan sunscreen dan kebetulan dia bisa beli di toko kosmetik mana aja, sayangnya di aku dia malah bikin muka makin berminyak parah",3,Null
iffadev,19 - 24,"suka ga suka pakai ini. sukanya mudah ditemukan produknya dan terjangkau harganya. ga sukanya rada lengket dan rada lama nyerapnya di kulit aku. harus ditiban sama bedak entah tabur atau padet, kalo ga ditiban nanti mukaku makin keliatan kumel berminyak kaya belum mandi wkwk",3,Null
nandariaulfaa,19 - 24,"Packaging bagus kecil higenis , tekstur oke ada sensasi dinginnya,  oily tapi di aku yg kulitnya dry-sensitive masih bisa, untuk efek sunscreen lumayan gak bikin gosong tapi tetap harus reapply 2-3 jam , sunscreen zaman sma , sekarang udah gak pake lagi, move to a better one 👌🏻",3,Null
meilaniarja,19 - 24,"oily bgt di mukaku walaupun mukaku kering.. dan lengket gitu gatahan kalo muka lengket"" soalnya jatuhnya 
itu kusam di aku.  jadi pake kalo di rumah aja bolehla soalnya affordable bgt kan 
kalo pergi"" keluar rumah aku pake ss lain",3,Null
igaanggrenii,19 - 24,"Dulu lagi boomingnya aku memeutuskan untuk beli sunscreen ini. Setelah dicoba malah berasa wajah jadi kering, jadi berat gitu tapi ini cepat menyerap cuma ya gitu yang bikin aku jadinya males pakenya 😏",3,Null
atyfadella,30 - 34,"emang anaknya sering banget nyobain sunscreen dari merk manapun asal nemu di toko aja
ga sengaja banget nemu karena cuman ini satu satunya sunscreen di toko itu setelah ku tanya tanya
produknya sendiri ga se creamy itu lebih mirip kaya lotion sih teksturnya
di muka emg nimbulin whitecast tp g lama dia nyerap cuma habisnya berasa too greasy and lengket aja,
tapi kalau setelahnya ditimpa makeup jadi gapapa sih bagus bagus aja dan ga bikin breakout juga
repurchase? kalo terpaksa banget mungkin bisa jadi tpi uda nemu kecintaan lain",3,Null
putrinahda,19 - 24,ngenolong banget buat ngurangin minyak berlebih diwajah.. awal pemakaian sih emang ngerasa agak berminyak tapi setelah dibawa beraktivitas diaku sih ngerasa kayak produksi minyak diwajah sedikit berkurang walau menimbulkan white cast tp itu gk terlalu masalah soalnya lambat laun bakal nyesuain sama warna kulit kita,3,Yes
gdaniaar,19 - 24,"Make ini dulu banget pas lagi males2nya pake sunscreen. Ya Alhamdullilah sih sekarang udah mulai niat pake sunscreen. Pas pake ini dulu kesannya teksturnya terlalu lengket, kalo udah agak lamaan di muka baru enak dan gak berasa lengket
",3,Null
Narisaaz4,19 - 24,"pake ini karna biar yang penting pake sunscreen, kurang suka sama teksturnya buat wajah jd berminyak. dan aku pake ini seakan kulitku jd kusaam dan jd bikin di beberapa area wajah jd kering. bingung mbanya",3,Null
aisaissy,19 - 24,"sunscreen pertama, karena dia produk pertama yg aku coba jd awalnya oke2 aja, tp lama kelamaan jd merasa kalo siang muka nya jadi kusam,ini beneran hrs 200 ya?? wkwkkw gaperna review gini, baru donlot app nya asik juga, keep it up!❤️",3,Null
727wuehdsh,18 and Under,"My first sunscreen wkwkwkwk
Aku pake ini kalo mau ke sekolah, sunscreen ini bikin kulit aku berminyak banget sii tapi biasa aku timpa pake bedak gitu jadi ga terlalu oily, tapi kalo udah agak siangan muka kek tambang minyak -_-
Repurchase? No. ",3,Null
ardhiananda,19 - 24,sebenernya dia itu bagus loh. dari wangi nya aja adem dan enak pas pemakaian dia langsung meresap. aku pake tanpa bb cream cuma pake bedak dia bagus ko tapi yg aku gasuka dia itu bikin minyakan kalo kita pake bb atau fondi.  kayak lama lama jadi minyakan aja gitu jadi aku berhenti pake. ,3,Null
fatmawf,19 - 24,aku udah make produk ini sejak 4 tahun lalu. sebenernya produknya bagus buat nangkal sinar matahari biar ga kena kulit tapi karena kulitku jenisnya oily malah jadi makin berminyak gitu. setelah ini mau cari produk sunscreen yang lebih cocok di kulit oily.,3,Null
